image_name,tags
test_16100,clear agriculture primary
test_16101,clear primary
test_16102,clear primary
test_16103,partly_cloudy primary
test_16104,clear agriculture habitation primary road
test_16105,water clear primary
test_16106,clear primary
test_16107,clear primary
test_16108,clear primary
test_16109,partly_cloudy primary
test_16110,clear primary
test_16111,clear primary
test_16112,clear agriculture primary road
test_16113,clear agriculture primary road
test_16114,partly_cloudy primary
test_16115,clear primary
test_16116,clear agriculture primary
test_16117,clear primary
test_16118,agriculture partly_cloudy primary
test_16119,clear primary
test_16120,clear primary
test_16121,clear primary
test_16122,primary haze
test_16123,cloudy
test_16124,primary road
test_16125,clear agriculture primary
test_16126,clear primary
test_16127,clear primary
test_16128,clear agriculture primary
test_16129,clear primary
test_16130,partly_cloudy primary
test_16131,cloudy
test_16132,clear agriculture primary
test_16133,clear primary
test_16134,clear primary
test_16135,clear primary
test_16136,clear primary
test_16137,cloudy primary
test_16138,clear agriculture primary
test_16139,clear primary
test_16140,agriculture partly_cloudy primary road
test_16141,clear primary
test_16142,clear primary
test_16143,partly_cloudy primary
test_16144,clear agriculture primary
test_16145,water clear primary
test_16146,primary
test_16147,agriculture primary
test_16148,clear primary
test_16149,clear primary
test_16150,clear primary
test_16151,clear agriculture primary road
test_16152,agriculture partly_cloudy primary
test_16153,partly_cloudy primary
test_16154,primary haze
test_16155,clear primary
test_16156,clear primary
test_16157,agriculture partly_cloudy primary road
test_16158,clear primary
test_16159,clear primary
test_16160,clear primary
test_16161,clear primary
test_16162,primary
test_16163,water partly_cloudy primary
test_16164,agriculture partly_cloudy primary
test_16165,clear primary
test_16166,agriculture primary haze
test_16167,agriculture primary
test_16168,agriculture partly_cloudy primary road
test_16169,clear agriculture primary road
test_16170,water artisinal_mine clear primary
test_16171,clear primary
test_16172,clear agriculture primary
test_16173,water clear agriculture primary
test_16174,clear primary
test_16175,water clear primary
test_16176,cloudy
test_16177,clear primary
test_16178,primary haze
test_16179,partly_cloudy primary
test_16180,clear cultivation primary
test_16181,clear agriculture primary road
test_16182,clear primary
test_16183,cloudy
test_16184,clear agriculture primary
test_16185,primary haze
test_16186,clear agriculture primary
test_16187,clear agriculture primary road
test_16188,clear cultivation agriculture primary
test_16189,clear agriculture habitation primary road
test_16190,clear primary
test_16191,clear primary
test_16192,clear agriculture primary road
test_16193,clear primary
test_16194,clear primary
test_16195,clear primary
test_16196,clear agriculture primary road
test_16197,clear primary
test_16198,clear agriculture primary road
test_16199,clear agriculture habitation primary road
test_16200,clear agriculture primary
test_16201,clear primary
test_16202,clear primary
test_16203,clear primary
test_16204,clear primary
test_16205,clear primary
test_16206,water clear primary road
test_16207,clear primary
test_16208,clear agriculture primary road
test_16209,clear cultivation agriculture primary
test_16210,clear agriculture primary
test_16211,clear primary
test_16212,clear primary
test_16213,clear primary
test_16214,primary haze
test_16215,clear primary
test_16216,clear agriculture primary road
test_16217,clear primary
test_16218,clear primary
test_16219,partly_cloudy primary
test_16220,clear primary
test_16221,clear agriculture habitation primary road
test_16222,clear primary
test_16223,agriculture partly_cloudy primary
test_16224,clear primary
test_16225,clear primary
test_16226,clear agriculture primary
test_16227,clear primary
test_16228,clear primary
test_16229,clear primary
test_16230,partly_cloudy primary
test_16231,primary haze
test_16232,clear primary
test_16233,clear primary
test_16234,clear primary
test_16235,primary haze
test_16236,partly_cloudy primary
test_16237,primary haze
test_16238,clear agriculture primary road
test_16239,partly_cloudy primary
test_16240,cloudy
test_16241,cloudy
test_16242,clear agriculture primary
test_16243,clear agriculture primary
test_16244,clear agriculture primary road
test_16245,clear primary
test_16246,clear primary
test_16247,cloudy
test_16248,partly_cloudy primary
test_16249,clear primary
test_16250,agriculture primary road haze
test_16251,clear primary
test_16252,agriculture primary
test_16253,clear agriculture primary
test_16254,partly_cloudy primary
test_16255,cloudy
test_16256,cloudy
test_16257,clear primary
test_16258,clear primary
test_16259,water artisinal_mine clear primary
test_16260,clear agriculture primary
test_16261,clear primary
test_16262,clear primary
test_16263,clear primary
test_16264,clear primary
test_16265,clear agriculture primary
test_16266,agriculture partly_cloudy primary
test_16267,clear primary
test_16268,clear primary
test_16269,partly_cloudy primary
test_16270,clear agriculture primary
test_16271,water clear agriculture primary
test_16272,partly_cloudy primary
test_16273,cloudy
test_16274,clear cultivation primary
test_16275,clear primary
test_16276,clear primary
test_16277,clear primary
test_16278,partly_cloudy primary
test_16279,cloudy primary
test_16280,clear agriculture primary
test_16281,agriculture partly_cloudy primary
test_16282,clear primary
test_16283,partly_cloudy primary
test_16284,cloudy primary
test_16285,clear agriculture habitation primary road
test_16286,clear agriculture habitation primary road
test_16287,clear agriculture primary road
test_16288,clear agriculture primary road
test_16289,water primary haze
test_16290,partly_cloudy primary
test_16291,clear primary
test_16292,clear agriculture primary
test_16293,partly_cloudy primary
test_16294,clear agriculture primary road
test_16295,clear primary
test_16296,clear primary
test_16297,clear agriculture primary road
test_16298,partly_cloudy primary
test_16299,clear agriculture primary
test_16300,primary haze
test_16301,clear primary
test_16302,clear primary
test_16303,clear agriculture primary
test_16304,clear agriculture primary road
test_16305,clear agriculture primary
test_16306,clear primary
test_16307,clear primary
test_16308,clear agriculture primary
test_16309,primary haze
test_16310,partly_cloudy primary
test_16311,clear primary
test_16312,clear agriculture primary
test_16313,primary haze
test_16314,clear agriculture primary
test_16315,partly_cloudy primary
test_16316,clear agriculture primary road
test_16317,clear primary
test_16318,agriculture partly_cloudy primary
test_16319,clear primary
test_16320,clear primary
test_16321,partly_cloudy primary
test_16322,cloudy
test_16323,clear primary
test_16324,clear agriculture primary road
test_16325,clear primary
test_16326,clear primary
test_16327,agriculture primary road
test_16328,clear primary
test_16329,clear primary
test_16330,primary haze
test_16331,cloudy
test_16332,clear agriculture primary
test_16333,clear primary
test_16334,agriculture primary
test_16335,primary haze
test_16336,cloudy
test_16337,clear primary
test_16338,water clear primary
test_16339,clear agriculture habitation primary road
test_16340,clear primary
test_16341,clear primary
test_16342,partly_cloudy primary
test_16343,clear agriculture primary
test_16344,clear primary
test_16345,clear agriculture primary
test_16346,clear agriculture primary
test_16347,partly_cloudy primary
test_16348,primary
test_16349,clear primary
test_16350,clear primary
test_16351,clear agriculture primary road
test_16352,clear primary
test_16353,primary haze
test_16354,clear agriculture primary
test_16355,clear primary
test_16356,clear primary
test_16357,clear primary
test_16358,cloudy
test_16359,clear primary
test_16360,partly_cloudy primary
test_16361,clear habitation primary road
test_16362,clear primary
test_16363,clear primary
test_16364,water clear primary
test_16365,partly_cloudy primary
test_16366,water clear cultivation primary
test_16367,agriculture partly_cloudy primary road
test_16368,clear primary
test_16369,partly_cloudy primary
test_16370,clear primary
test_16371,clear primary
test_16372,cloudy
test_16373,cloudy
test_16374,agriculture partly_cloudy primary road
test_16375,clear primary
test_16376,clear primary
test_16377,clear agriculture habitation primary road
test_16378,clear primary road
test_16379,clear primary
test_16380,clear primary
test_16381,primary haze
test_16382,partly_cloudy primary
test_16383,clear primary
test_16384,clear primary
test_16385,clear primary
test_16386,clear agriculture primary road
test_16387,clear primary
test_16388,clear primary
test_16389,clear primary
test_16390,clear primary
test_16391,clear primary
test_16392,agriculture partly_cloudy primary road
test_16393,clear agriculture primary
test_16394,partly_cloudy primary
test_16395,clear agriculture habitation primary road
test_16396,clear primary
test_16397,clear primary
test_16398,clear primary
test_16399,clear primary
test_16400,partly_cloudy primary
test_16401,clear primary
test_16402,clear primary
test_16403,clear agriculture primary
test_16404,clear primary
test_16405,clear primary
test_16406,agriculture primary haze
test_16407,agriculture partly_cloudy primary
test_16408,agriculture partly_cloudy primary
test_16409,primary haze
test_16410,cloudy
test_16411,partly_cloudy primary
test_16412,clear primary
test_16413,partly_cloudy primary
test_16414,clear primary
test_16415,clear agriculture primary
test_16416,clear agriculture habitation primary road
test_16417,clear primary
test_16418,clear primary
test_16419,clear primary
test_16420,water clear primary road
test_16421,water clear primary
test_16422,clear agriculture primary
test_16423,partly_cloudy primary
test_16424,clear cultivation agriculture primary
test_16425,partly_cloudy primary
test_16426,clear primary
test_16427,clear primary
test_16428,clear agriculture primary road
test_16429,clear agriculture primary
test_16430,clear primary
test_16431,partly_cloudy primary
test_16432,clear primary
test_16433,clear primary
test_16434,clear agriculture primary road
test_16435,clear primary
test_16436,clear primary
test_16437,clear primary
test_16438,clear agriculture primary road
test_16439,clear primary
test_16440,clear primary
test_16441,clear primary
test_16442,clear cultivation agriculture primary
test_16443,clear primary
test_16444,cloudy
test_16445,clear primary
test_16446,clear primary
test_16447,clear agriculture primary
test_16448,water clear agriculture primary
test_16449,clear cultivation primary
test_16450,agriculture partly_cloudy primary road
test_16451,partly_cloudy primary
test_16452,clear agriculture primary road
test_16453,clear primary
test_16454,partly_cloudy primary
test_16455,clear primary
test_16456,clear primary
test_16457,clear agriculture primary road
test_16458,clear primary road
test_16459,clear primary
test_16460,cloudy
test_16461,clear primary
test_16462,clear primary
test_16463,cloudy
test_16464,primary
test_16465,clear agriculture habitation primary road
test_16466,clear primary
test_16467,clear cultivation agriculture primary
test_16468,clear primary
test_16469,partly_cloudy primary
test_16470,partly_cloudy primary
test_16471,clear primary
test_16472,clear agriculture primary road
test_16473,water clear primary road
test_16474,clear primary
test_16475,clear agriculture primary
test_16476,clear cultivation agriculture primary
test_16477,agriculture partly_cloudy primary
test_16478,clear cultivation agriculture primary
test_16479,clear primary
test_16480,clear primary
test_16481,clear bare_ground primary
test_16482,water clear primary
test_16483,clear primary
test_16484,clear primary
test_16485,partly_cloudy primary
test_16486,clear primary
test_16487,agriculture partly_cloudy primary
test_16488,clear primary
test_16489,clear primary
test_16490,cloudy
test_16491,agriculture partly_cloudy primary
test_16492,cloudy
test_16493,clear agriculture primary
test_16494,clear agriculture primary
test_16495,partly_cloudy primary
test_16496,water clear primary
test_16497,water clear primary
test_16498,clear agriculture primary
test_16499,clear primary
test_16500,clear habitation primary road
test_16501,partly_cloudy primary
test_16502,cloudy
test_16503,partly_cloudy primary
test_16504,primary haze
test_16505,partly_cloudy primary
test_16506,clear agriculture primary road
test_16507,cloudy
test_16508,clear primary
test_16509,agriculture partly_cloudy primary
test_16510,partly_cloudy primary
test_16511,agriculture partly_cloudy primary
test_16512,partly_cloudy primary
test_16513,clear primary
test_16514,clear agriculture primary road
test_16515,clear cultivation agriculture primary
test_16516,clear primary
test_16517,clear cultivation agriculture primary
test_16518,clear primary
test_16519,clear primary
test_16520,clear agriculture habitation primary road
test_16521,partly_cloudy primary
test_16522,water clear primary
test_16523,clear primary
test_16524,partly_cloudy primary
test_16525,clear primary
test_16526,agriculture primary
test_16527,clear primary
test_16528,water clear primary
test_16529,partly_cloudy primary
test_16530,clear primary
test_16531,clear primary
test_16532,clear primary
test_16533,clear primary
test_16534,cloudy
test_16535,clear primary
test_16536,partly_cloudy primary
test_16537,clear primary
test_16538,clear primary
test_16539,clear primary
test_16540,primary haze
test_16541,clear agriculture primary road
test_16542,clear primary
test_16543,partly_cloudy primary
test_16544,clear primary
test_16545,partly_cloudy primary
test_16546,clear primary
test_16547,clear primary
test_16548,water clear primary
test_16549,clear primary
test_16550,partly_cloudy primary
test_16551,clear primary
test_16552,cloudy
test_16553,clear primary
test_16554,clear primary
test_16555,clear cultivation agriculture primary
test_16556,clear agriculture primary road
test_16557,partly_cloudy primary
test_16558,clear agriculture habitation primary road
test_16559,primary haze
test_16560,water clear primary
test_16561,clear primary
test_16562,clear primary
test_16563,clear primary
test_16564,primary haze
test_16565,clear primary
test_16566,water clear agriculture primary
test_16567,clear primary
test_16568,clear agriculture habitation primary road
test_16569,clear primary
test_16570,clear primary
test_16571,clear agriculture primary
test_16572,clear primary
test_16573,clear agriculture primary road
test_16574,clear primary
test_16575,clear primary
test_16576,clear primary
test_16577,clear primary
test_16578,clear primary
test_16579,clear primary
test_16580,clear primary
test_16581,primary haze
test_16582,clear primary
test_16583,clear primary
test_16584,clear primary
test_16585,partly_cloudy primary
test_16586,cloudy primary
test_16587,clear agriculture primary
test_16588,clear primary
test_16589,cloudy
test_16590,clear agriculture primary
test_16591,clear primary
test_16592,clear agriculture habitation primary road
test_16593,clear primary
test_16594,clear primary
test_16595,clear primary
test_16596,clear primary
test_16597,clear cultivation agriculture primary
test_16598,water clear primary
test_16599,clear primary
test_16600,clear primary
test_16601,clear primary
test_16602,clear primary
test_16603,partly_cloudy primary
test_16604,partly_cloudy primary
test_16605,clear cultivation agriculture primary
test_16606,clear agriculture primary road
test_16607,clear primary
test_16608,agriculture partly_cloudy primary
test_16609,partly_cloudy primary
test_16610,clear primary
test_16611,clear primary
test_16612,clear primary
test_16613,water clear primary
test_16614,clear cultivation agriculture habitation primary road
test_16615,clear primary
test_16616,water clear primary
test_16617,clear agriculture primary road
test_16618,cloudy
test_16619,clear primary
test_16620,cloudy
test_16621,clear primary
test_16622,clear primary
test_16623,primary haze
test_16624,clear primary
test_16625,clear primary
test_16626,clear agriculture primary
test_16627,clear agriculture primary
test_16628,clear habitation primary road
test_16629,clear primary
test_16630,water clear agriculture primary
test_16631,clear agriculture primary
test_16632,clear primary
test_16633,clear agriculture habitation primary road
test_16634,clear agriculture primary
test_16635,cloudy primary
test_16636,water artisinal_mine clear primary road
test_16637,clear primary
test_16638,clear primary
test_16639,partly_cloudy primary
test_16640,clear primary
test_16641,clear primary
test_16642,clear agriculture primary
test_16643,clear primary
test_16644,primary haze
test_16645,clear cultivation agriculture primary
test_16646,partly_cloudy primary
test_16647,clear primary
test_16648,clear primary
test_16649,clear primary
test_16650,clear primary
test_16651,cloudy
test_16652,clear primary
test_16653,partly_cloudy primary
test_16654,cloudy
test_16655,clear primary
test_16656,clear primary
test_16657,agriculture partly_cloudy primary road
test_16658,clear primary
test_16659,clear primary
test_16660,clear primary
test_16661,partly_cloudy primary
test_16662,clear agriculture primary
test_16663,clear agriculture primary road
test_16664,clear primary
test_16665,primary haze
test_16666,clear primary
test_16667,clear primary
test_16668,clear agriculture primary
test_16669,partly_cloudy primary
test_16670,clear agriculture primary road
test_16671,clear agriculture primary
test_16672,agriculture primary road haze
test_16673,clear agriculture primary
test_16674,cloudy
test_16675,clear agriculture habitation primary road
test_16676,water clear primary
test_16677,agriculture partly_cloudy primary
test_16678,cloudy
test_16679,partly_cloudy primary
test_16680,primary haze
test_16681,clear primary
test_16682,clear primary
test_16683,clear primary
test_16684,cloudy
test_16685,partly_cloudy primary
test_16686,clear primary
test_16687,clear agriculture primary road
test_16688,partly_cloudy primary
test_16689,partly_cloudy primary
test_16690,clear primary
test_16691,clear primary
test_16692,cloudy
test_16693,clear primary
test_16694,partly_cloudy primary
test_16695,clear agriculture primary
test_16696,cloudy
test_16697,partly_cloudy primary
test_16698,clear primary
test_16699,clear primary
test_16700,cloudy
test_16701,clear primary
test_16702,partly_cloudy primary
test_16703,partly_cloudy primary
test_16704,agriculture partly_cloudy primary road
test_16705,clear agriculture habitation primary road
test_16706,clear agriculture primary road
test_16707,water clear primary
test_16708,clear primary
test_16709,clear primary
test_16710,agriculture partly_cloudy primary
test_16711,partly_cloudy primary
test_16712,clear primary
test_16713,clear agriculture primary road
test_16714,clear primary
test_16715,clear primary
test_16716,clear cultivation agriculture primary
test_16717,clear primary
test_16718,partly_cloudy primary
test_16719,clear agriculture primary
test_16720,clear primary
test_16721,clear primary
test_16722,clear agriculture primary
test_16723,clear agriculture primary
test_16724,partly_cloudy primary
test_16725,clear primary
test_16726,clear agriculture habitation primary
test_16727,agriculture partly_cloudy primary
test_16728,water clear primary
test_16729,clear primary
test_16730,clear primary
test_16731,clear primary
test_16732,clear primary
test_16733,cloudy primary
test_16734,cloudy primary
test_16735,clear primary
test_16736,primary haze
test_16737,agriculture primary
test_16738,cloudy primary
test_16739,primary
test_16740,clear primary
test_16741,water clear primary
test_16742,clear primary
test_16743,agriculture partly_cloudy primary
test_16744,clear primary
test_16745,clear agriculture primary
test_16746,clear primary
test_16747,clear agriculture primary road
test_16748,clear primary
test_16749,clear primary
test_16750,water clear primary
test_16751,clear primary
test_16752,clear primary
test_16753,agriculture partly_cloudy primary road
test_16754,clear primary
test_16755,partly_cloudy primary
test_16756,partly_cloudy primary
test_16757,clear primary
test_16758,water agriculture partly_cloudy primary
test_16759,clear primary
test_16760,primary haze
test_16761,clear agriculture primary
test_16762,clear primary
test_16763,clear primary
test_16764,clear primary
test_16765,cloudy
test_16766,partly_cloudy primary
test_16767,clear agriculture primary road
test_16768,clear primary
test_16769,clear primary
test_16770,clear primary
test_16771,partly_cloudy primary
test_16772,clear cultivation agriculture primary
test_16773,clear agriculture habitation primary road
test_16774,clear agriculture primary road
test_16775,clear primary
test_16776,clear primary
test_16777,water partly_cloudy primary
test_16778,clear agriculture primary
test_16779,agriculture partly_cloudy primary
test_16780,cloudy primary
test_16781,primary haze
test_16782,clear agriculture primary road
test_16783,clear agriculture primary
test_16784,clear primary
test_16785,clear primary
test_16786,clear primary
test_16787,clear agriculture primary
test_16788,agriculture partly_cloudy primary
test_16789,clear primary
test_16790,clear agriculture primary
test_16791,clear primary
test_16792,clear primary
test_16793,agriculture partly_cloudy primary road
test_16794,cloudy primary
test_16795,primary haze
test_16796,clear primary
test_16797,clear primary
test_16798,clear primary
test_16799,clear primary
test_16800,clear primary
test_16801,water artisinal_mine clear primary
test_16802,clear cultivation agriculture primary
test_16803,clear cultivation agriculture habitation primary road
test_16804,clear primary road
test_16805,clear primary
test_16806,clear primary
test_16807,clear primary
test_16808,clear cultivation agriculture primary
test_16809,clear primary
test_16810,agriculture partly_cloudy primary
test_16811,clear primary
test_16812,clear primary
test_16813,clear agriculture primary road
test_16814,clear primary
test_16815,clear cultivation primary
test_16816,clear primary
test_16817,primary
test_16818,clear primary
test_16819,clear primary
test_16820,clear primary
test_16821,partly_cloudy primary
test_16822,primary
test_16823,clear primary
test_16824,clear primary
test_16825,primary haze
test_16826,partly_cloudy primary
test_16827,water clear primary
test_16828,clear primary
test_16829,clear primary
test_16830,partly_cloudy primary
test_16831,clear agriculture primary
test_16832,clear primary
test_16833,partly_cloudy primary
test_16834,clear primary
test_16835,clear primary
test_16836,clear primary
test_16837,clear primary
test_16838,water clear primary
test_16839,clear primary
test_16840,clear agriculture primary
test_16841,partly_cloudy primary
test_16842,clear primary
test_16843,clear primary
test_16844,primary haze
test_16845,clear agriculture habitation primary road
test_16846,clear primary
test_16847,clear primary
test_16848,clear agriculture primary road
test_16849,partly_cloudy primary
test_16850,cloudy
test_16851,primary haze
test_16852,clear primary
test_16853,clear primary
test_16854,partly_cloudy primary
test_16855,clear primary
test_16856,clear primary
test_16857,clear agriculture primary road
test_16858,partly_cloudy primary
test_16859,cloudy
test_16860,clear primary
test_16861,clear primary
test_16862,clear agriculture primary
test_16863,clear primary
test_16864,clear primary
test_16865,clear agriculture habitation primary road
test_16866,clear agriculture primary road
test_16867,primary haze
test_16868,clear primary
test_16869,clear primary
test_16870,primary haze
test_16871,clear primary
test_16872,partly_cloudy primary
test_16873,clear agriculture primary
test_16874,partly_cloudy primary
test_16875,clear agriculture primary road
test_16876,partly_cloudy primary
test_16877,water clear agriculture primary
test_16878,clear agriculture primary
test_16879,clear cultivation primary
test_16880,partly_cloudy primary
test_16881,clear agriculture primary
test_16882,clear primary
test_16883,clear agriculture primary road
test_16884,clear primary
test_16885,agriculture partly_cloudy primary road
test_16886,clear primary
test_16887,clear primary road
test_16888,clear primary
test_16889,partly_cloudy primary
test_16890,clear primary
test_16891,clear primary
test_16892,clear primary
test_16893,partly_cloudy primary
test_16894,clear primary
test_16895,cloudy
test_16896,clear cultivation primary
test_16897,partly_cloudy primary
test_16898,clear primary
test_16899,clear agriculture primary road
test_16900,clear primary
test_16901,agriculture primary
test_16902,partly_cloudy primary
test_16903,cloudy
test_16904,primary haze
test_16905,clear primary
test_16906,clear agriculture primary road
test_16907,clear primary
test_16908,clear agriculture primary road
test_16909,clear primary
test_16910,clear primary
test_16911,clear primary
test_16912,clear primary
test_16913,partly_cloudy primary
test_16914,primary haze
test_16915,partly_cloudy primary
test_16916,clear agriculture primary road
test_16917,clear agriculture primary
test_16918,clear primary
test_16919,clear primary
test_16920,clear agriculture primary
test_16921,agriculture primary road haze
test_16922,clear agriculture primary
test_16923,clear primary
test_16924,water clear primary
test_16925,clear agriculture habitation primary road
test_16926,clear primary
test_16927,cloudy
test_16928,clear primary
test_16929,clear primary
test_16930,clear primary
test_16931,clear primary
test_16932,agriculture primary
test_16933,water clear agriculture primary
test_16934,clear primary
test_16935,clear primary
test_16936,partly_cloudy primary
test_16937,clear agriculture habitation primary road
test_16938,clear primary
test_16939,water artisinal_mine clear primary road
test_16940,clear agriculture habitation primary road
test_16941,clear primary
test_16942,clear agriculture primary
test_16943,clear agriculture primary road
test_16944,clear primary
test_16945,clear agriculture primary road
test_16946,clear primary
test_16947,clear agriculture primary
test_16948,cloudy
test_16949,clear agriculture primary road
test_16950,clear cultivation agriculture primary
test_16951,clear agriculture primary road
test_16952,clear primary
test_16953,clear cultivation agriculture primary
test_16954,clear primary
test_16955,partly_cloudy primary
test_16956,water clear primary
test_16957,partly_cloudy primary
test_16958,clear primary
test_16959,cloudy
test_16960,clear cultivation primary
test_16961,cloudy
test_16962,clear agriculture primary
test_16963,partly_cloudy primary
test_16964,clear primary
test_16965,cloudy
test_16966,clear primary
test_16967,clear primary
test_16968,clear primary
test_16969,clear agriculture primary
test_16970,clear agriculture primary road
test_16971,clear primary
test_16972,clear primary
test_16973,partly_cloudy primary
test_16974,clear primary
test_16975,partly_cloudy primary
test_16976,primary haze
test_16977,clear primary
test_16978,primary haze
test_16979,partly_cloudy primary
test_16980,clear agriculture primary
test_16981,clear agriculture primary road
test_16982,clear primary
test_16983,partly_cloudy primary
test_16984,clear agriculture primary road
test_16985,clear primary
test_16986,clear primary
test_16987,clear primary
test_16988,agriculture partly_cloudy primary
test_16989,clear primary
test_16990,clear cultivation agriculture primary
test_16991,clear primary
test_16992,clear primary
test_16993,clear primary
test_16994,clear primary
test_16995,clear primary
test_16996,clear cultivation primary
test_16997,clear primary
test_16998,clear primary
test_16999,agriculture partly_cloudy primary road
test_17000,clear primary
test_17001,water clear agriculture primary
test_17002,partly_cloudy primary
test_17003,clear agriculture primary
test_17004,clear primary
test_17005,clear primary
test_17006,agriculture partly_cloudy primary road
test_17007,clear primary
test_17008,partly_cloudy primary
test_17009,clear primary
test_17010,clear agriculture primary road
test_17011,clear primary
test_17012,clear primary
test_17013,clear agriculture primary
test_17014,water clear primary
test_17015,agriculture primary road
test_17016,clear primary
test_17017,water clear primary
test_17018,clear primary
test_17019,clear primary
test_17020,clear agriculture primary road
test_17021,partly_cloudy primary
test_17022,partly_cloudy primary
test_17023,clear agriculture habitation primary road
test_17024,clear agriculture primary road
test_17025,primary
test_17026,clear agriculture primary
test_17027,partly_cloudy primary
test_17028,clear agriculture primary
test_17029,primary
test_17030,partly_cloudy primary
test_17031,clear primary
test_17032,water clear agriculture primary
test_17033,clear primary
test_17034,clear primary
test_17035,clear primary
test_17036,clear primary
test_17037,water clear primary
test_17038,clear primary
test_17039,clear primary
test_17040,clear agriculture primary
test_17041,water primary
test_17042,clear agriculture habitation primary road
test_17043,clear primary
test_17044,agriculture partly_cloudy primary
test_17045,clear primary
test_17046,clear primary
test_17047,clear primary
test_17048,clear primary
test_17049,primary haze
test_17050,clear primary
test_17051,clear primary
test_17052,clear agriculture primary
test_17053,clear agriculture primary road
test_17054,partly_cloudy primary
test_17055,partly_cloudy primary
test_17056,clear agriculture primary
test_17057,clear primary
test_17058,partly_cloudy primary
test_17059,clear primary
test_17060,clear agriculture primary
test_17061,cloudy
test_17062,clear agriculture habitation primary road
test_17063,clear primary
test_17064,partly_cloudy primary
test_17065,clear primary
test_17066,clear primary
test_17067,partly_cloudy primary
test_17068,agriculture partly_cloudy primary road
test_17069,clear primary
test_17070,water clear primary
test_17071,agriculture partly_cloudy primary
test_17072,clear agriculture primary
test_17073,clear agriculture primary road
test_17074,clear primary
test_17075,clear agriculture primary road
test_17076,clear primary
test_17077,clear agriculture primary road
test_17078,clear cultivation agriculture primary
test_17079,clear primary
test_17080,partly_cloudy primary
test_17081,clear agriculture primary
test_17082,clear agriculture primary
test_17083,clear primary
test_17084,partly_cloudy primary
test_17085,clear primary
test_17086,clear agriculture primary
test_17087,clear primary
test_17088,clear primary
test_17089,clear primary
test_17090,clear primary
test_17091,clear cultivation primary
test_17092,clear agriculture primary
test_17093,clear primary
test_17094,clear primary
test_17095,clear primary
test_17096,clear agriculture primary
test_17097,partly_cloudy primary
test_17098,clear cultivation agriculture primary
test_17099,clear habitation primary road
test_17100,clear agriculture primary
test_17101,clear primary
test_17102,clear agriculture primary
test_17103,clear primary
test_17104,water clear agriculture primary
test_17105,clear primary
test_17106,clear primary
test_17107,clear agriculture primary road
test_17108,clear primary
test_17109,clear agriculture primary
test_17110,cloudy
test_17111,cloudy
test_17112,water clear agriculture primary road
test_17113,clear primary
test_17114,water clear primary
test_17115,clear primary
test_17116,partly_cloudy primary
test_17117,clear agriculture primary road
test_17118,clear primary
test_17119,clear agriculture primary
test_17120,water clear primary
test_17121,agriculture partly_cloudy primary road
test_17122,clear primary
test_17123,clear primary
test_17124,primary
test_17125,primary haze
test_17126,clear primary
test_17127,clear primary
test_17128,clear primary
test_17129,clear agriculture primary road
test_17130,primary haze
test_17131,clear primary
test_17132,clear primary
test_17133,clear primary
test_17134,agriculture partly_cloudy primary
test_17135,water clear primary
test_17136,clear primary
test_17137,clear cultivation agriculture primary
test_17138,clear primary
test_17139,clear primary
test_17140,cloudy
test_17141,primary haze
test_17142,partly_cloudy primary
test_17143,clear primary
test_17144,primary
test_17145,clear primary
test_17146,clear primary
test_17147,clear primary
test_17148,clear primary
test_17149,clear agriculture primary
test_17150,clear primary
test_17151,partly_cloudy primary
test_17152,clear agriculture primary
test_17153,cloudy
test_17154,clear primary
test_17155,partly_cloudy primary
test_17156,partly_cloudy primary
test_17157,water clear agriculture primary road
test_17158,water clear primary road
test_17159,water clear primary
test_17160,clear agriculture primary road
test_17161,clear primary
test_17162,cloudy
test_17163,clear primary
test_17164,water clear primary
test_17165,clear primary
test_17166,water artisinal_mine clear primary
test_17167,clear agriculture primary
test_17168,clear cultivation agriculture primary
test_17169,clear primary
test_17170,clear primary
test_17171,water agriculture primary haze
test_17172,clear agriculture habitation primary road
test_17173,clear agriculture primary road
test_17174,water clear agriculture primary
test_17175,clear agriculture primary road
test_17176,primary
test_17177,clear agriculture primary road
test_17178,partly_cloudy primary
test_17179,clear primary
test_17180,clear primary
test_17181,clear agriculture habitation primary road
test_17182,clear primary
test_17183,clear primary
test_17184,clear primary
test_17185,clear primary
test_17186,clear primary
test_17187,partly_cloudy primary
test_17188,partly_cloudy primary
test_17189,clear agriculture primary
test_17190,clear cultivation primary
test_17191,clear primary
test_17192,clear primary
test_17193,clear primary
test_17194,clear agriculture primary
test_17195,partly_cloudy primary
test_17196,clear primary
test_17197,primary
test_17198,water
test_17199,clear primary
test_17200,clear primary
test_17201,clear agriculture primary
test_17202,clear primary
test_17203,water clear primary
test_17204,clear primary
test_17205,clear primary
test_17206,clear primary
test_17207,clear primary
test_17208,clear agriculture habitation primary road
test_17209,water clear primary
test_17210,clear primary
test_17211,clear primary
test_17212,clear primary
test_17213,partly_cloudy primary
test_17214,clear agriculture primary
test_17215,clear primary
test_17216,clear primary
test_17217,clear primary
test_17218,clear primary
test_17219,clear primary
test_17220,clear agriculture primary
test_17221,clear cultivation agriculture primary
test_17222,clear agriculture primary
test_17223,clear primary
test_17224,clear primary
test_17225,clear primary
test_17226,cloudy
test_17227,cloudy
test_17228,partly_cloudy primary
test_17229,partly_cloudy primary
test_17230,clear primary
test_17231,clear primary
test_17232,clear primary
test_17233,clear primary
test_17234,clear primary
test_17235,clear primary
test_17236,partly_cloudy primary
